"feat","avg(empathy.empathy)","avg(empathy.distress)","avg(empathy.empathy_bin)","avg(empathy.distress_bin)"
"omar","3.6670000","2.8750000","0.0000","0.0000"
"ome","4.1670000","5.2500000","1.0000","1.0000"
"omfg","3.6670000","5.7500000","0.0000","1.0000"
"omg","1.0000000","4.1250000","0.0000","1.0000"
"on","3.7918691","3.8428918","0.5057","0.5153"
"on-going","5.5000000","5.6250000","1.0000","1.0000"
"once","3.3910000","3.5432692","0.4615","0.4231"
"once-safe","4.5000000","4.7500000","1.0000","1.0000"
"one","3.8318953","3.8917151","0.5116","0.5378"
"one's","3.2500000","4.0000000","0.2500","0.7500"
"one-third","7.0000000","7.0000000","1.0000","1.0000"
"ones","3.8300980","4.3333333","0.4902","0.5490"
"ongoing","5.2666000","5.0500000","1.0000","0.8000"
"onions","5.0835000","4.8750000","1.0000","1.0000"
"online","4.4000000","4.0416667","0.6667","0.6000"
"only","3.6363636","3.8671875","0.5114","0.5398"
"onnes","2.6670000","6.0000000","0.0000","1.0000"
"onnhow","4.3330000","2.2500000","1.0000","0.0000"
"ono","2.8330000","2.7500000","0.0000","0.0000"
"onslaught","5.4170000","5.4375000","1.0000","1.0000"
"onto","3.5238571","4.7678571","0.4286","0.7143"
"ooh","4.5000000","6.8750000","1.0000","1.0000"
"oops","1.0000000","1.0000000","0.0000","0.0000"
"open","3.7634194","4.0201613","0.5484","0.5161"
"open-minded","4.0000000","2.7500000","1.0000","0.0000"
"opened","4.5334000","3.5750000","0.6000","0.4000"
"opener","3.0000000","5.2500000","0.0000","1.0000"
"opening","3.8000000","5.5750000","0.6000","1.0000"
"openly","2.0835000","5.3750000","0.0000","0.5000"
"opens","1.0000000","1.0000000","0.0000","0.0000"
"opera's","1.5000000","1.2500000","0.0000","0.0000"
"operate","5.6670000","3.0000000","1.0000","0.0000"
"operating","3.1670000","4.6250000","0.5000","0.5000"
"operation","4.0000000","4.6562500","0.7500","0.7500"
"operations","3.0001667","4.1041667","0.3333","0.5000"
"operator","3.1670000","4.7500000","0.0000","1.0000"
"opiate","1.3330000","2.7500000","0.0000","0.0000"
"opinion","2.8268846","3.6586538","0.2308","0.5000"
"opinionated","4.1670000","4.5000000","1.0000","1.0000"
"opinions","3.9047143","3.6071429","0.5714","0.4286"
"opiod","1.5000000","4.3750000","0.0000","1.0000"
"opioid","6.2500000","6.0625000","1.0000","1.0000"
"opioids","6.2500000","6.0625000","1.0000","1.0000"
"opponent","1.6670000","2.8750000","0.0000","0.0000"
"opponents","1.6670000","3.8750000","0.0000","0.0000"
"opportunities","4.7776667","5.7916667","0.6667","1.0000"
"opportunity","4.6212727","4.8522727","0.7273","0.5455"
"oppose","7.0000000","4.0000000","1.0000","0.5000"
"opposed","3.6110000","4.0000000","0.6667","0.6667"
"opposing","2.3330000","4.0000000","0.0000","1.0000"
"opposite","3.7500000","3.7500000","0.5000","0.0000"
"opposition","3.9334000","3.9000000","0.6000","0.4000"
"opposition-held","3.6670000","2.8750000","0.0000","0.0000"
"oppressed","3.5835000","2.1250000","0.5000","0.0000"
"oppression","1.0000000","1.0000000","0.0000","0.0000"
"oppressive","3.0000000","7.0000000","0.0000","1.0000"
"oppressors","1.5000000","2.7500000","0.0000","0.0000"
"oprah","3.0000000","2.3125000","0.0000","0.0000"
"optimistic","2.8330000","2.0000000","0.0000","0.0000"
"optimum","4.0000000","4.8750000","1.0000","1.0000"
"option","3.3887778","3.0138889","0.4444","0.3333"
"options","3.8810000","2.5000000","0.5714","0.2857"
"or","3.7207307","3.6867207","0.5087","0.4813"
"oral","2.5835000","3.4375000","0.0000","0.5000"
"orangantans","5.6670000","4.0000000","1.0000","1.0000"
"orange","1.0000000","1.0000000","0.0000","0.0000"
"orangutan","4.5000000","4.2187500","0.7500","0.7500"
"orangutan's","5.5000000","4.7500000","1.0000","1.0000"
"orangutans","4.9443333","4.6666667","1.0000","0.6667"
"orchestrated","2.0000000","2.2500000","0.0000","0.0000"
"ordeal","3.9334000","4.2750000","0.4000","0.6000"
"order","3.7676667","3.7121212","0.5152","0.4848"
"ordered","5.5835000","5.0312500","0.7500","0.7500"
"orderly","1.0000000","1.0000000","0.0000","0.0000"
"orders","2.3890000","3.9166667","0.0000","0.6667"
"ordinary","2.7000000","3.1000000","0.4000","0.4000"
"oregon","1.3330000","1.5000000","0.0000","0.0000"
"org","6.6670000","7.0000000","1.0000","1.0000"
"organ","4.6670000","4.6250000","1.0000","1.0000"
"organically","6.3330000","4.5000000","1.0000","1.0000"
"organisation","3.6670000","2.8750000","0.0000","0.0000"
"organism","2.3330000","3.7500000","0.0000","0.0000"
"organization","3.9902941","3.9117647","0.5882","0.5882"
"organizations","3.5501000","3.9000000","0.5000","0.6000"
"organize","2.1670000","3.8750000","0.0000","0.0000"
"organizers","4.8330000","5.2500000","1.0000","1.0000"
"organizes","2.3330000","3.3750000","0.0000","0.0000"
"organizing","4.4170000","1.2500000","0.5000","0.0000"
"organs","3.8330000","3.6250000","0.0000","0.0000"
"orgs","6.6670000","7.0000000","1.0000","1.0000"
"origin","7.0000000","6.5000000","1.0000","1.0000"
"original","3.3333333","4.5000000","0.6667","0.3333"
"originally","3.7500000","3.1875000","0.5000","0.5000"
"originated","1.0000000","6.0000000","0.0000","1.0000"
"orlando","3.3330000","4.5000000","0.0000","1.0000"
"orphanage","4.8335000","4.8750000","0.5000","1.0000"
"orphanages","4.1670000","4.1250000","1.0000","1.0000"
"orphaned","4.1670000","4.5625000","1.0000","1.0000"
"orphans","7.0000000","6.5000000","1.0000","1.0000"
"ostensibly","3.6670000","1.8750000","0.0000","0.0000"
"ostracized","1.6670000","1.8750000","0.0000","0.0000"
"ostriches","2.0000000","3.8750000","0.0000","0.0000"
"oth","1.0000000","2.2500000","0.0000","0.0000"
"other","3.5249692","3.7725771","0.4317","0.5154"
"others","4.0338750","3.7871094","0.5000","0.4531"
"otherwise","3.0238571","3.1607143","0.2857","0.4286"
"otoh","2.3330000","1.3750000","0.0000","0.0000"
"ought","3.7776667","4.4583333","0.3333","0.6667"
"our","3.8487430","4.0732932","0.5542","0.5542"
"ourdoors","6.0000000","6.0000000","1.0000","1.0000"
"ours","4.8330000","4.2083333","1.0000","1.0000"
"ourself","5.5000000","4.2500000","1.0000","1.0000"
"ourselves","4.1556667","3.8916667","0.4667","0.4667"
"oust","5.8330000","3.7500000","1.0000","0.0000"
"out","3.5761173","3.7181122","0.4515","0.4694"
"outbreak","3.9375000","3.5937500","0.6250","0.5000"
"outbreaks","3.0835000","3.1875000","0.0000","0.0000"
"outco","5.3330000","4.6250000","1.0000","1.0000"
"outcome","4.6390000","4.5833333","0.6667","0.5000"
"outcomes","2.6113333","2.6250000","0.3333","0.3333"
"outdated","5.0835000","3.1250000","1.0000","0.5000"
"outdoor","1.6670000","1.0000000","0.0000","0.0000"
"outdoors","6.5000000","4.8750000","1.0000","1.0000"
"outer","4.3890000","3.8750000","0.6667","0.6667"
"outfit","7.0000000","6.7500000","1.0000","1.0000"
"outlast","4.8330000","5.8750000","1.0000","1.0000"
"outlaw","2.3330000","6.8750000","0.0000","1.0000"
"outlawed","4.5000000","4.7500000","1.0000","1.0000"
"outlets","5.3330000","5.7500000","1.0000","1.0000"
"outlines","1.0000000","5.5000000","0.0000","1.0000"
"outpouring","5.8330000","4.7500000","1.0000","1.0000"
"outrage","3.6250000","4.8437500","0.7500","0.7500"
"outraged","2.4165000","5.3125000","0.0000","1.0000"
"outrageous","3.2916250","3.4062500","0.3750","0.5000"
"outright","3.1665000","5.2500000","0.5000","1.0000"
"outrun","7.0000000","7.0000000","1.0000","1.0000"
"outside","3.5249000","3.6125000","0.5000","0.5000"
"outskirts","5.3330000","5.0000000","1.0000","1.0000"
"outspoken","3.0000000","5.6250000","0.0000","1.0000"
"outstanding","4.0000000","5.3750000","0.5000","1.0000"
"oval","3.6670000","6.6250000","0.0000","1.0000"
"over","3.7060139","3.7476852","0.4769","0.5139"
"over-industrialisation","5.8330000","5.2500000","1.0000","1.0000"
"over-rated","7.0000000","1.0000000","1.0000","0.0000"
"over-reaching","5.8330000","3.7500000","1.0000","0.0000"
"overall","2.7727273","3.8636364","0.2727","0.5455"
"overbearing","1.0000000","3.5000000","0.0000","0.0000"
"overblowing","4.3330000","4.6250000","1.0000","1.0000"
"overcome","3.5668000","4.3750000","0.4000","0.8000"
"overcoming","4.8330000","5.6250000","1.0000","1.0000"
"overcompensate","3.3330000","5.3750000","0.0000","1.0000"
"overdose","5.6670000","5.7500000","1.0000","1.0000"
"overdosed","1.0000000","7.0000000","0.0000","1.0000"
"overdoseing","1.8330000","5.8750000","0.0000","1.0000"
"overdoses","4.6110000","4.9583333","0.6667","0.6667"
"overdosing","6.2500000","6.0625000","1.0000","1.0000"
"overflow","4.1670000","2.5000000","1.0000","0.0000"
"overhaul","4.6670000","4.3750000","1.0000","1.0000"
"overload","1.1670000","1.1250000","0.0000","0.0000"
"overlooked","5.0000000","2.0000000","1.0000","0.0000"
"overly","3.8335000","5.0000000","0.5000","1.0000"
"overnight","2.6670000","3.7500000","0.0000","0.0000"
"overplayed","4.5000000","5.6250000","1.0000","1.0000"
"overreach","3.4165000","3.5000000","0.5000","0.5000"
"overreacting","1.6665000","1.5000000","0.0000","0.0000"
"overrun","2.7500000","3.0625000","0.0000","0.5000"
"overseas","2.7500000","3.5000000","0.5000","0.5000"
"overseeing","4.5000000","4.7500000","1.0000","1.0000"
"overshadowed","4.3330000","4.6250000","1.0000","1.0000"
"oversight","3.3335000","6.5625000","0.5000","1.0000"
"oversourced","4.6670000","6.6250000","1.0000","1.0000"
"overthere","1.0000000","1.0000000","0.0000","0.0000"
"overturn","4.1670000","3.5000000","1.0000","0.0000"
"overuse","3.0000000","3.5000000","0.0000","0.0000"
"overweight","2.0000000","5.3750000","0.0000","1.0000"
"overwhelmed","5.6670000","6.7500000","1.0000","1.0000"
"overwhelming","4.5000000","3.8125000","0.5000","0.5000"
"overwhelms","1.0000000","1.0000000","0.0000","0.0000"
"owed","1.0000000","1.5000000","0.0000","0.0000"
"owes","1.0000000","1.5000000","0.0000","0.0000"
"own","3.5749767","3.6191860","0.4574","0.4729"
"owned","4.4170000","4.6875000","0.5000","1.0000"
"owner","4.6000000","4.7500000","0.6000","0.8000"
"owners","4.0667000","3.9625000","0.5000","0.6000"
"ownership","4.1670000","3.3750000","0.5000","0.5000"
"owning","3.0000000","5.2500000","0.0000","1.0000"
"owns","3.1670000","3.6250000","0.0000","0.0000"
"oxycontin","6.2500000","6.0625000","1.0000","1.0000"
"p","4.7223333","3.7083333","0.6667","0.3333"
"pacific","3.3330000","3.5000000","0.0000","0.0000"
"pacifist","3.0000000","1.8750000","0.0000","0.0000"
"pack","5.4582500","5.1562500","1.0000","0.7500"
"package","6.8330000","6.3750000","1.0000","1.0000"
"packed","1.0000000","1.0000000","0.0000","0.0000"
"packer","1.0000000","1.0000000","0.0000","0.0000"
"packing","4.0000000","4.0000000","1.0000","1.0000"
"packistan","4.5000000","5.3750000","1.0000","1.0000"
"packs","3.3330000","6.0000000","0.0000","1.0000"
"pado","4.1670000","3.5000000","1.0000","0.0000"
"page","4.3335000","4.3125000","0.5000","0.5000"
"pages","4.5000000","3.6666667","0.6667","0.3333"
"paid","3.3215000","2.8928571","0.4286","0.3571"
"pain","5.0191923","4.8750000","0.7692","0.7308"
"painful","4.0238571","4.6964286","0.7143","0.5714"
"painless","2.1670000","1.7500000","0.0000","0.0000"
"pains","5.5000000","4.2500000","1.0000","1.0000"
"paint","2.1665000","1.9375000","0.0000","0.0000"
"painted","5.8335000","6.4375000","1.0000","1.0000"
"painting","1.0000000","1.0000000","0.0000","0.0000"
"paints","1.3330000","3.0000000","0.0000","0.0000"
"pakistan","3.7963333","4.6388889","0.4444","0.7778"
"pakistani","2.8330000","6.1250000","0.0000","1.0000"
"pakistanis","6.0000000","6.0000000","1.0000","1.0000"
"palace","4.0000000","4.0000000","0.5000","0.5000"
"pall","5.3330000","5.5000000","1.0000","1.0000"
"palm","4.6670000","4.2500000","1.0000","1.0000"
"palmer","4.5000000","1.5416667","1.0000","0.0000"
"palmer's","4.3330000","2.2500000","1.0000","0.0000"
"palmers","4.0000000","1.1250000","1.0000","0.0000"
"pamper","2.6670000","4.5000000","0.0000","1.0000"
"pandas","6.6670000","6.6250000","1.0000","1.0000"
"panic","3.0000000","4.2500000","0.5000","0.5000"
"panicking","1.0000000","3.5000000","0.0000","0.0000"
"paper","3.3332500","3.2187500","0.5000","0.5000"
"papers","6.0000000","3.0000000","1.0000","0.0000"
"paperwork","3.9165000","4.6250000","0.5000","1.0000"
"paquita","4.1670000","6.5000000","1.0000","1.0000"
"par","2.0000000","1.6250000","0.0000","0.0000"
"parade","4.0000000","2.7500000","1.0000","0.0000"
"paragraph","1.0000000","1.0000000","0.0000","0.0000"
"paragraphs","2.1670000","2.8750000","0.0000","0.0000"
"paraguay","3.1670000","5.8750000","0.0000","1.0000"
"parallel","5.0000000","4.0000000","1.0000","1.0000"
"paralysis","2.6000000","2.0000000","0.2000","0.0000"
"paralyzed","5.3330000","5.2500000","1.0000","1.0000"
"paranoid","7.0000000","7.0000000","1.0000","1.0000"
"paranormal","1.5000000","2.1250000","0.0000","0.0000"
"parasite","5.8330000","5.6250000","1.0000","1.0000"
"parent","4.9445000","5.1562500","0.8333","0.7500"
"parents","4.2012453","3.8938679","0.6038","0.5472"
"paris","3.5789474","3.4605263","0.4737","0.5263"
"parishioners","3.1670000","4.2500000","0.0000","1.0000"
"parities","5.1670000","4.5000000","1.0000","1.0000"
"park","4.7842353","4.5294118","0.7647","0.6471"
"parked","2.7500000","4.0000000","0.5000","0.5000"
"parking","4.9165000","5.4375000","1.0000","1.0000"
"parkinson's","4.1670000","3.7500000","1.0000","0.0000"
"parks","3.7500000","3.9531250","0.5000","0.5000"
"parliament","2.5000000","4.7500000","0.0000","1.0000"
"parliamentary","7.0000000","7.0000000","1.0000","1.0000"
"parole","3.3330000","3.3750000","0.0000","0.0000"
"part","3.2879091","3.7886364","0.3818","0.4909"
"partake","4.1670000","3.8750000","1.0000","0.0000"
"partially","5.8330000","4.7500000","1.0000","1.0000"
"participate","4.6670000","5.2500000","1.0000","1.0000"
"participated","5.5000000","5.6250000","1.0000","1.0000"
"participating","1.8330000","1.0000000","0.0000","0.0000"
"participation","2.8330000","2.8750000","0.0000","0.5000"
"particle","4.0000000","3.7500000","1.0000","0.0000"
"particular","2.5000000","3.1145833","0.2500","0.2500"
"particularly","3.1110556","3.1527778","0.3333","0.3333"
"parties","1.7776667","2.0833333","0.0000","0.0000"
"partly","4.1670000","4.5000000","1.0000","1.0000"
"partner","2.8335000","2.2812500","0.2500","0.2500"
"partner's","2.6670000","4.5000000","0.0000","1.0000"
"partners","2.8333333","4.0000000","0.3333","0.6667"
"parts","4.6153846","3.7692308","0.8462","0.5385"
"party","2.9230769","2.8557692","0.3077","0.3846"
"party's","2.1670000","1.2500000","0.0000","0.0000"
"partying","1.0000000","1.0000000","0.0000","0.0000"
"pasific","5.8330000","5.2500000","1.0000","1.0000"
"pass","3.7618571","3.6964286","0.5714","0.5714"
"passage","4.3330000","4.3750000","1.0000","1.0000"
"passed","3.7251500","3.1437500","0.4500","0.3500"
"passenger","5.0000000","4.5000000","1.0000","1.0000"
"passengers","4.1113333","4.5416667","0.3333","0.6667"
"passing","4.5455455","3.7613636","0.8182","0.4545"
"passion","3.9165000","2.3750000","0.5000","0.0000"
"passionate","4.0000000","4.0000000","1.0000","1.0000"
"passport","4.3330000","6.8750000","1.0000","1.0000"
"passports","4.3330000","3.1250000","1.0000","0.0000"
"password","4.0000000","2.7500000","1.0000","0.0000"
"passwords","2.0000000","1.6250000","0.0000","0.0000"
"past","3.5490588","4.5294118","0.4118","0.6471"
"patents","2.0000000","1.1250000","0.0000","0.0000"
"path","3.7223333","2.8750000","0.3333","0.3333"
"pathetic","1.7500000","2.2708333","0.1667","0.1667"
"pathology","4.0000000","4.7500000","1.0000","1.0000"
"paths","4.4170000","5.8125000","0.5000","1.0000"
"pathways","2.3330000","1.0000000","0.0000","0.0000"
"patience","3.8330000","3.8750000","0.0000","0.0000"
"patient","3.8330000","3.8750000","0.0000","0.0000"
"patients","5.1665714","4.3214286","0.7143","0.5714"
"patriots","3.0000000","2.8750000","0.0000","0.0000"
"patrol","4.0000000","2.6250000","0.5000","0.5000"
"patrolling","1.0000000","1.0000000","0.0000","0.0000"
"patronize","1.0000000","6.2500000","0.0000","1.0000"
"patrons","1.0000000","6.2500000","0.0000","1.0000"
"pattern","4.0000000","4.6666667","0.3333","0.6667"
"patterns","4.5000000","4.6250000","1.0000","1.0000"
"paul","4.0000000","1.0000000","1.0000","0.0000"
"pawns","1.3335000","1.5000000","0.0000","0.0000"
"paws","5.5000000","3.8750000","1.0000","0.0000"
"pay","3.2917083","3.3489583","0.4583","0.4583"
"paychecks","1.0000000","6.2500000","0.0000","1.0000"
"payers","1.0000000","1.0000000","0.0000","0.0000"
"paying","3.6665625","3.7500000","0.4375","0.5000"
"payouts","3.6670000","4.6250000","0.0000","1.0000"
"pays","4.5000000","4.8750000","0.6667","0.6667"
"peace","4.3765926","3.9305556","0.7037","0.5926"
"peaceful","3.6805833","4.5625000","0.5833","0.7500"
"peacefully","2.7618571","2.7678571","0.2857","0.4286"
"peacekeeping","3.0000000","3.3750000","0.5000","0.5000"
"pedestals","1.0000000","3.0000000","0.0000","0.0000"
"pediatrics","6.2500000","6.0625000","1.0000","1.0000"
"pedophilia","1.0000000","3.0000000","0.0000","0.0000"
"peers","2.5000000","3.4166667","0.0000","0.3333"
"peeve","1.6670000","1.0000000","0.0000","0.0000"
"pellet","5.5000000","5.2500000","1.0000","1.0000"
"pellets","3.6668000","4.4500000","0.4000","0.6000"
"penal","1.0000000","1.0000000","0.0000","0.0000"
"penalties","6.5000000","5.7500000","1.0000","1.0000"
"penalty","2.3750000","4.0312500","0.2500","0.7500"
"pence","3.5000000","6.4375000","0.5000","1.0000"
"pending","3.0000000","3.0000000","0.0000","0.0000"
"penis","1.0000000","3.5000000","0.0000","0.5000"
"penned","5.3330000","4.6250000","1.0000","1.0000"
"pennsylvania","2.7223333","2.4166667","0.0000","0.3333"
"pensioners","7.0000000","7.0000000","1.0000","1.0000"
"peolpe","3.3330000","3.2500000","0.0000","0.0000"
"peope","4.5000000","4.1250000","1.0000","1.0000"
"peopel","3.0000000","5.7500000","0.0000","1.0000"
"people","3.6826552","3.7609597","0.4858","0.4810"
"people's","3.8853750","3.8203125","0.5000","0.5000"
"people--which","5.8330000","5.1250000","1.0000","1.0000"
"people-like","2.0000000","5.6250000","0.0000","1.0000"
"peoples","4.8472500","3.6354167","0.6667","0.4167"
"per","3.8886667","4.1458333","0.5000","0.6667"
"perceive","3.8330000","4.3750000","0.0000","1.0000"
"perceived","4.2082500","3.8437500","0.7500","0.5000"
"percent","4.6282308","4.5192308","0.6923","0.6923"
"percentage","4.0000000","3.6250000","1.0000","0.0000"
"perception","4.1665000","4.5000000","0.5000","1.0000"
"perch","5.6670000","6.1250000","1.0000","1.0000"
"perennial","3.1670000","4.2500000","0.0000","1.0000"
"perfect","3.3333333","3.7291667","0.3333","0.5000"
"perfection","1.0000000","4.7500000","0.0000","1.0000"
"perfectly","5.8333333","4.0416667","1.0000","0.3333"
"perform","4.9170000","3.1250000","1.0000","0.2500"
"performances","2.5000000","3.2500000","0.0000","0.0000"
"performed","1.9165000","3.1875000","0.0000","0.5000"
"performing","1.0000000","6.1250000","0.0000","1.0000"
"perhaps","3.8125625","3.5703125","0.5625","0.4375"
"peril","5.6670000","4.7500000","1.0000","1.0000"
"perimeter","3.0000000","4.5000000","0.0000","1.0000"
"period","5.2423636","4.0340909","0.7273","0.6364"
"periods","5.5000000","4.2500000","1.0000","1.0000"
"perished","5.4170000","5.4375000","1.0000","1.0000"
"permanent","3.7000000","4.5500000","0.6000","0.8000"
"permanently","3.4334000","3.0500000","0.4000","0.4000"
"permantely","7.0000000","7.0000000","1.0000","1.0000"
